City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
527,Xadani,MX,82.54,light rain,20.87,-90.4,Posada Lilia
532,Kabanjahe,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
536,Ambon,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
538,Zigong,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
541,Bambanglipuro,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
550,Hofu,JP,82.4,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
551,Auki,SB,75.2,overcast clouds,-9.43,159.95,Heritage Park Hotel
553,Alpena,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
555,Kitakata,JP,82.4,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
558,Cay,TR,78.8,clear sky,37.76,39.32,Mercan Hotel
559,Sadao,TH,82.4,broken clouds,12.5,102.5,สวนหนิง-อัศ
564,High Rock,BS,83.97,overcast clouds,26.54,-77.06,Abaco Beach Resort
569,Palmer,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
574,Guerrero Negro,MX,82.54,light rain,20.87,-90.4,Posada Lilia
575,Santa Marta,CO,78.01,overcast clouds,11.27,-73.31,Hospedaje Dibulla Beach
581,Lazaro Cardenas,MX,82.54,light rain,20.87,-90.4,Posada Lilia
588,Supaul,IN,84.2,mist,17.65,83.27,Yarada Jungle Beach Resorts
589,Hohhot,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
591,Emporia,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
592,Nantucket,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
593,Mulege,MX,82.54,light rain,20.87,-90.4,Posada Lilia
595,Juegang,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
598,Avanigadda,IN,84.2,mist,17.65,83.27,Yarada Jungle Beach Resorts
600,Galesong,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
601,Shache,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
608,Rungata,KI,83.19,few clouds,3.07,172.79,Isles Sunset Lodge
609,Iwamizawa,JP,82.4,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
611,Cabatuan,PH,85.05,overcast clouds,12.18,125.51,Agapita M. Nicart
615,Vattalkundu,IN,84.2,mist,17.65,83.27,Yarada Jungle Beach Resorts
619,Grand-Santi,GF,78.8,clear sky,4.93,-52.33,Hôtel Le Dronmi
620,Qinzhou,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
621,Play Cu,VN,87.8,broken clouds,10.95,106.82,OYO 991 Duy Anh Hotel
622,Yoichi,JP,82.4,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
624,Dublin,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
626,Jalu,LY,77.92,clear sky,32.12,20.07,Tibesti Hotel
629,Spearfish,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
630,Umm Lajj,SA,87.8,clear sky,29.97,40.21,Fakhamat Al Orjoana Apartment
631,Katobu,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
635,Nkan,GA,75.42,overcast clouds,-0.72,8.78,Fengshui Residence
639,Maryville,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
640,Dali,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
642,Urumqi,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
643,Hailey,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
647,Puerto Narino,CO,78.01,overcast clouds,11.27,-73.31,Hospedaje Dibulla Beach
649,Mullaitivu,LK,82.85,broken clouds,5.95,80.54,Amaloh Boutique Resort
652,Hagi,JP,82.4,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
653,Brigantine,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
654,Cockburn Town,BS,83.97,overcast clouds,26.54,-77.06,Abaco Beach Resort
656,Tetiz,MX,82.54,light rain,20.87,-90.4,Posada Lilia
657,Minot,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
662,Sorong,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
666,Petatlan,MX,82.54,light rain,20.87,-90.4,Posada Lilia
667,Brenham,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
669,Pangkalanbuun,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
672,Kendari,ID,84.7,broken clouds,-8.62,122.21,Sylvia Hotel
673,Mandan,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
675,Bathsheba,BB,77.0,few clouds,13.22,-59.52,Atlantis Hotel
677,Jerome,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
680,Kushiro,JP,82.4,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
687,Scottsbluff,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
689,Yaan,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
693,Bonham,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
695,Bubaque,GW,79.38,overcast clouds,11.28,-15.83,"Casa Dora, Bubaque"
704,Yichang,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
708,Yumen,CN,82.0,clear sky,30.99,103.94,Shuangliu Love Home Business Hotel
709,Lumphat,KH,85.93,broken clouds,13.49,106.98,Lumphat Homestay​ &​lake​side
713,Doha,QA,93.0,clear sky,25.29,51.53,Movenpick Hotel Doha
714,Marathon,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
715,Bucerias,MX,82.54,light rain,20.87,-90.4,Posada Lilia
728,Hirara,JP,82.4,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
733,Lahaina,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
